filename,part,publish_time,title,summary,NER,type,publisher,theme,sentiment,NER_FIXED,topic,goods
FL4985350_110_DIGI_0035_00108_VIEW_MAIN.jpg,-1,15/06/1916,Regulation on Grain and Crop Distribution in the Etappengebiet,"This regulation, issued by the Etappeninspekteur on June 15, 1916, outlines the procedures for harvesting, threshing, and delivering grains and other crops in the Etappengebiet. It mandates immediate threshing after harvest, delivery of grains to designated warehouses, and restrictions on the amount farmers can retain. It specifies quantities of seed grain farmers are allowed to keep, delivery deadlines for grain, and rules for the distribution of oats, rapeseed, and grass. Municipal authorities are responsible for bookkeeping and compliance. Penalties are prescribed for non-compliance.","{'people': 'VON UNGER', 'location': 'Etappengebiet', 'event': 'World War I', 'organization': 'Etappeninspektion, Kommandantur'}",policy,Drukk. St-Antonius Jos. Dooreman-Volckaert,Food supply and control,Neutral,"{'people': ['VON UNGER'], 'location': ['ETAPPENGEBIET'], 'event': ['World War I'], 'organization': ['STAGE INSPECTORATE', 'COMMANDANTUR']}",pricing/rationing/control,"['grains', 'crops', 'oats', 'rapeseed', 'grass', 'seed grain']"
FL4985395_119_DIGI_0035_00114_VIEW_MAIN.jpg,-1,08/08/1916,Ordinance on the Protection of Agricultural Products,"This ordinance outlines penalties for theft of agricultural products, livestock, and unauthorized entry onto farmland. Penalties range from imprisonment to fines, with increased severity for offenses involving multiple individuals, resistance, or injury to security personnel. Parents or guardians can be held liable for offenses committed by minors. Existing German or Belgian penalties remain in effect. Judgements will be carried out by German military courts or administrations.","{'people': 'von Unger', 'location': 'Flanders, Germany, Belgium', 'event': 'World War I', 'organization': 'German Military Courts'}",policy,Der Etappeninspekteur,"Law and Order, Agriculture, Military Governance",negative,"{'people': ['VON UNGER'], 'location': ['FLANDERS', 'GERMANY', 'BELGIUM'], 'event': ['World War I'], 'organization': ['GERMAN MILITARY COURTS']}",other,"['agricultural products', 'livestock']"
FL4985424_123_DIGI_0035_00116_VIEW_MAIN.jpg,-1,26/08/1916,Ordinance on the Confiscation and Inventory of Bicycles and Tires,"This ordinance from August 26, 1916, issued by the German High Command, mandates the confiscation of all bicycles, bicycle parts, and new or used tires (including scrap rubber) in Flanders, regardless of their condition or storage status, unless owned by German military or civil authorities. All such items not sold to a collection point by September 15, 1916, must be reported to the relevant Kommandantur by September 20, 1916, using official forms, irrespective of prior declarations or confiscations. Owners, custodians, and anyone authorized to dispose of bicycles or tires are obligated to report. Compliance by one party does not relieve others of the reporting requirement.","{'people': 'Herzog Albrecht von Württemberg', 'location': 'Flanders', 'event': 'Confiscation of Bicycles and Tires', 'organization': 'German military, German civil authorities, Kommandantur, A. H. Q.'}",policy,Der Oberbefehlshaber,"War Economy, Resource Control",Negative,"{'people': ['HERZOG ALBRECHT VON WURTTEMBERG'], 'location': ['FLANDERS'], 'event': ['Confiscation of Bicycles and Tires'], 'organization': ['GERMAN MILITARY', 'GERMAN CIVIL AUTHORITIES', 'COMMANDANTUR', 'ARMY HIGH COMMAND']}",military,"['bicycles', 'bicycle parts', 'tires', 'scrap rubber']"
FL4985110_62_DIGI_0035_00065_VIEW_MAIN.jpg,-1,21/06/1915,Announcement Regarding Bicycle Traffic Restrictions,"Due to abuses of bicycle traffic permissions, travel outside the municipality is prohibited without a permit from June 26th. Violators will face imprisonment (up to 1 year) or a fine (up to 4,000 marks), or both. Governors/Kreitschefs will define municipality borders.","{'people': 'Freiherr Von Bissing', 'location': 'Belgium, Brussels', 'event': 'None', 'organization': 'General-Gouverneur in Belgien'}",policy,Der General-Gouverneur in Belgien,Movement Restrictions,negative,"{'people': ['FREIHERR VON BISSING'], 'location': ['BELGIUM', 'BRUSSEL'], 'event': ['None'], 'organization': ['GENERAL GOVERNOR IN BELGIUM']}",other,['bicycle']
FL4985150_70_DIGI_0035_00072_VIEW_MAIN.jpg,-1,01/04/1916,Ordinance Regarding Travel Documents and Written Communications,"This ordinance, issued by the German Governor-General in Belgium, restricts travelers leaving the General Government area from carrying any written communications or printed materials without explicit written permission. Violators face imprisonment or fines, adjudicated by military courts or German authorities.","{'people': 'Freiherr VON BISSING', 'location': 'Brussel, Antwerpen, Luik', 'event': 'World War I', 'organization': 'General-Gouvernement, Politieke Afdeeling, Afdeeling voor het Bankwezen, Verwaltungschef, Kommissaris-generaal voor de banken, Afdeeling voor Handel en Nijverheid'}",policy,Der General-Gouverneur in Belgien,Censorship and Control,negative,"{'people': ['FREIHERR VON BISSING'], 'location': ['BRUSSEL', 'ANTWERP', 'LIÈGE'], 'event': ['World War I'], 'organization': ['GERMAN GENERAL GOVERNMENT', 'POLITICAL DEPARTMENT', 'DEPARTMENT OF BANKING', 'ADMINISTRATIVE CHIEF', 'COMMISSARY-GENERAL FOR BANKS', 'DEPARTMENT OF TRADE AND INDUSTRY']}",other,[]
FL4985310_102_DIGI_0035_00101_VIEW_MAIN.jpg,-1,22/11/1917,"Regulation on the Declaration and Trade of Bed, Household, and Table Linen","This regulation mandates the declaration of all unused, used, or in-use bed, household, and table linens present within the General Government. Businesses providing lodging or selling food and beverages, as well as institutions that lend, rent, or process such linens, must report their quantities by December 24, 1917, to the Militärisches Textilbeschaffungsamt in Brussels. The office has the right to purchase these items at a price based on the 1914 factory price plus up to 100%. Regular use is permitted where possible, but disposal or modification is prohibited. Proper bookkeeping is required. Violators face imprisonment, fines, and confiscation of goods. Exemptions apply to items owned by the Dutch-Spanish Aid Committee or the National Relief and Food Committee.","{'people': 'Freiherr VON FALKENHAUSEN', 'location': 'Belgium, Brussel', 'event': 'World War I', 'organization': 'Militärisches Textilbeschaffungsamt, Nederlandsch-Spaansch Hulpkomiteit, Nationaal Hulp- en Voedingskomiteit, Reichsentschädigungskommission'}",policy,Der Generalgouverneur in Belgien,"Resource Control, War Economy",negative,"{'people': ['FREIHERR VON FALKENHAUSEN'], 'location': ['BELGIUM', 'BRUSSEL'], 'event': ['World War I'], 'organization': ['MILITARY TEXTILE PROCUREMENT OFFICE', 'DUTCH-SPANISH RELIEF COMMITTEE', 'NATIONAL RELIEF AND FOOD COMMITTEE', 'REICHSENTSCHÄDIGUNGSKOMMISSION']}",pricing/rationing/control,"['bed linens', 'household linens', 'table linens']"
FL4985280_96_DIGI_0035_00096_VIEW_MAIN.jpg,-1,30/07/1917,Announcement Regarding Butter Traffic,"The administrative heads for Flanders and Wallonia have, according to article 10 of the Governor-General's decree of August 22, 1916, regarding butter traffic, set the amount of butter allowed for personal use by the producer to 100 grams per person per week until further notice. This regulation comes into effect on August 1, 1917. Non-compliance will be punished according to the single article of the decree of October 18, 1916.","{'people': 'SCHRAMM', 'location': 'Flanders, Wallonia, Antwerpen', 'event': 'World War I', 'organization': 'Zivilverwaltung für die Provinz Antwerpen'}",policy,Der Präsident der Zivilverwaltung für die Provinz Antwerpen,Food Rationing,neutral,"{'people': ['SCHRAMM'], 'location': ['FLANDERS', 'WALLONIA', 'ANTWERP'], 'event': ['World War I'], 'organization': ['CIVIL ADMINISTRATION FOR THE PROVINCE OF ANTWERP']}",pricing/rationing/control,['butter']
FL4985165_73_DIGI_0035_00075_VIEW_MAIN.jpg,-1,22/04/1916,"Ordinance Regarding the Seizure and Declaration of Manganese, Tungsten, Chromium, etc.","This ordinance, issued by the German Governor-General in Belgium, Freiherr von Bissing, mandates the seizure of various metals and their compounds, including manganese, tungsten, chromium, molybdenum, vanadium, titanium, cobalt, and nickel. It outlines which entities are subject to the ordinance, including industrial enterprises, trading houses, municipalities, and public bodies. The ordinance prohibits the use or disposal of the seized materials without explicit permission from the Trade and Industry Department in Brussels. It also requires a declaration of stockpiles by June 1, 1916, with penalties for non-compliance, false declarations, or unauthorized use or disposal of the materials. Violators face imprisonment, fines, and forfeiture of the materials to the German Reich.","{'people': 'Freiherr von Bissing', 'location': 'Belgium, Brussels, German Reich', 'event': 'World War I', 'organization': 'Trade and Industry Department, German Reich'}",policy,Der Generalgouverneur in Belgien,Resource Control,negative,"{'people': ['FREIHERR VON BISSING'], 'location': ['BELGIUM', 'BRUSSEL', 'GERMAN REICH'], 'event': ['World War I'], 'organization': ['DEPARTMENT OF TRADE AND INDUSTRY', 'GERMAN REICH']}",pricing/rationing/control,"['manganese', 'tungsten', 'chromium', 'molybdenum', 'vanadium', 'titanium', 'cobalt', 'nickel']"
FL4985076_57_DIGI_0035_00061_VIEW_MAIN.jpg,1,02/04/1915,Ordinance Establishing an Advance Fund,"This ordinance establishes an advance fund under the General Governor in Belgium, located in Brussels. The fund will provide advances on receipts for requisitioned mass goods. It will be managed by a board under the General Commissioner for Banks in Belgium. The regulations are subject to approval. Announcements will be made in the Law and Ordinance Gazette for the occupied territories of Belgium.","{'people': 'Freiherr VON BISSING', 'location': 'Belgium, Brussels', 'event': 'Establishment of Advance Fund', 'organization': 'General Governor in Belgium, Advance Fund'}",policy,Der General-Gouverneur in Belgien,Economic Policy,neutral,"{'people': ['FREIHERR VON BISSING'], 'location': ['BELGIUM', 'BRUSSEL'], 'event': ['Establishment of Advance Fund'], 'organization': ['GENERAL GOVERNOR IN BELGIUM', 'ADVANCE FUND']}",other,[]
FL4985355_111_DIGI_0035_00109_VIEW_MAIN.jpg,-1,17/07/1916,Regulation on Registration of Civilians in Occupied Areas,"This regulation, issued by the German military authority in occupied Belgium, mandates the registration of all civilians arriving in areas with a military presence. It details the procedures for registration, including where and when to register, the information required, and the responsibilities of both the arriving civilians and those providing lodging. Hotels and similar establishments are required to maintain registers of guests. Violations of this regulation are punishable by imprisonment or fines.","{'people': 'VON UNGER, Jos. DOOREMAN-VOLCKAERT', 'location': 'Belgium', 'event': 'World War I', 'organization': 'Etappeninspekteur, Meldeambt, Ortskommandantur'}",policy,Drukk. St Antonius,"Occupation, Control, Movement Restriction",negative,"{'people': ['VON UNGER', 'JOS DOOREMAN-VOLCKAERT'], 'location': ['BELGIUM'], 'event': ['World War I'], 'organization': ['STAGE INSPECTORATE 4', 'REGISTRATION OFFICE', 'LOCAL COMMAND']}",other,[]
FL4985619_162_DIGI_0035_00150_VIEW_MAIN.jpg,-1,28/01/1917,Demand for Clothing for Forced Laborers and Threats to Municipalities,"The German Etappen-Kommandantur in Ghent criticizes the municipalities for failing to provide sufficient clothing and equipment to forced laborers (Z.A.B.) despite a previous instruction from October 7, 1916. The Kommandantur blames the poor results of charitable collections on the negligence of the municipal administrations. They demand that municipalities report by February 3, 1917, the amount of clothing and equipment they can still provide. Failure to comply will result in coercive measures against the municipalities and their members. The municipalities must return the attached form by February 3, 1917.","{'people': 'Jos. Dooreman-Volekaert', 'location': 'Gent, Flanders', 'event': 'World War I', 'organization': 'Etappen-Kommandantuur, Z. A. B., Sint-Antonius'}",policy,Etappen-Kommandantuur,"Forced Labor, Resource Extraction, Municipal Compliance",negative,"{'people': ['JOS DOOREMAN-VOLCKAERT'], 'location': ['GHENT', 'FLANDERS'], 'event': ['World War I'], 'organization': 'Etappen-Kommandantuur, Z. A. B., Sint-Antonius'}",military,[]
FL4985100_60_DIGI_0035_00063_VIEW_MAIN.jpg,-1,06/05/1915,Announcement Regarding Package Traffic with Belgian Prisoners,"This announcement details regulations for sending packages to Belgian prisoners of war held in Germany. Each prisoner can receive one package per month, weighing up to 5 kg. Packages must be sent through designated collection points of the 'Belgian Agency for Information on Belgian Prisoners of War and Internees' in Brussels and its branches throughout Belgium. Railway officials will no longer accept packages from other locations. The announcement specifies permissible contents (clothing, food, tobacco, etc.) and prohibited items (alcohol, weapons, escape tools, etc.). It lists the approved collection points under each government (Brussels, Brabant, Antwerp, Hainaut, Liège, Limburg, Luxembourg, and Namur). New locations will be announced as needed.","{'people': 'Freiherr von Bissing', 'location': 'Germany, Belgium, Brussels, Kasteel-Brakel, Diest, Halle, Leuven, Nijvel, Tienen, Waver, Antwerpen, Mons, Charleroi, Châtelet, La Louvière, Luik, Hasselt, Aarlen, Namen, Gembloux', 'event': 'World War I', 'organization': 'Belgian Agency for Information on Belgian Prisoners of War and Internees, Roode Kruis'}",policy,Der General-Gouverneur in Belgien,Prisoner Welfare,neutral,"{'people': ['FREIHERR VON BISSING'], 'location': ['GERMANY', 'BELGIUM', 'BRUSSEL', 'KASTEEL-BRAKEL', 'DIEST', 'HALLE', 'LEUVEN', 'NIJVEL', 'TIENEN', 'WAVER', 'ANTWERP', 'MONS', 'CHARLEROI', 'CHÂTELET', 'LA LOUVIÈRE', 'LIÈGE', 'HASSELT', 'AARLEN', 'NAMEN', 'GEMBLOUX'], 'event': ['World War I'], 'organization': ['BELGIAN AGENCY FOR INFORMATION ON BELGIAN PRISONERS OF WAR AND INTERNEES', 'RED CROSS']}",other,"['clothing', 'food', 'tobacco']"
FL4985285_97_DIGI_0035_00097_VIEW_MAIN.jpg,-1,31/07/1917,"Regulation on Confiscation of Copper, Bronze, and Brass Products","This regulation mandates the declaration and confiscation of finished and semi-finished products made of copper, bronze, and brass in commercial and industrial enterprises, public buildings, and institutions. It details the types of items subject to the regulation, including mass-produced articles, factory-made ornaments, and specific equipment used in various industries. Exceptions are made for items coated with copper, bronze, or brass, items made of at least 3/4 non-confiscated metal, and items used for religious purposes. The regulation outlines the procedure for declaring items, the obligation to dismantle and deliver them, and the compensation process. It also specifies penalties for non-compliance.","{'people': 'Freiherr VON FALKENHAUSEN', 'location': 'Belgium, Brussel', 'event': 'World War I', 'organization': 'Generalgouvernement, Zentral-Einkaufsgesellschaft für Belgien m. b. H., Reichsentschädigungskommission, Abteilung für Handel und Gewerbe, Rohstoffverwaltungsstelle, Militär-General-Direktion der Eisenbahnen, Deutsche Post- und Telegraphenverwaltung'}",policy,Der Generalgouverneur in Belgien,Resource Control,negative,"{'people': ['FREIHERR VON FALKENHAUSEN'], 'location': ['BELGIUM', 'BRUSSEL'], 'event': ['World War I'], 'organization': ['GERMAN GENERAL GOVERNMENT', 'CENTRAL PURCHASING COMPANY FOR BELGIUM', 'REICHSENTSCHÄDIGUNGSKOMMISSION', 'DEPARTMENT OF TRADE AND INDUSTRY', 'RAW MATERIALS ADMINISTRATION OFFICE', 'MILITARY RAILWAY DIRECTORATE', 'GERMAN POST AND TELEGRAPH ADMINISTRATION']}",military,[]
FL4985160_72_DIGI_0035_00074_VIEW_MAIN.jpg,-1,08/04/1916,Ordinance Regarding Regulation of Butter Trade - Price Controls Maintained,"This ordinance, issued by General von Bissing, maintains the existing price controls on butter as established by previous regulations from November 30, 1915, and amended on February 12, 1916. The maximum butter prices remain in effect.","{'people': 'Freiherr VON BISSING', 'location': 'Brussel, Belgien', 'event': 'World War I', 'organization': 'Der General-Gouverneur in Belgien'}",policy,Der General-Gouverneur in Belgien,"Food supply, price control",neutral,"{'people': ['FREIHERR VON BISSING'], 'location': ['BRUSSEL', 'BELGIUM'], 'event': ['World War I'], 'organization': ['GOVERNOR GENERAL IN BELGIUM']}",pricing/rationing/control,['butter']
FL4985235_87_DIGI_0035_00088_VIEW_MAIN.jpg,-1,03/08/1916,Announcement Regarding Copper and Tin Registration,"This announcement from Generalmajor von Schlabrendorff details the process for registering copper and tin, as mandated by the Imperial General Government of Belgium on July 8, 1916. From August 5 to August 20, 1916, registration letters will be issued by local command posts. Individuals and companies obligated to register must collect these forms during specified office hours. The announcement stresses the importance of accurate reporting to avoid complications and requests that those required to register should go to the command post themselves and not send others. Completed forms, reflecting the status as of August 1, must be returned to the command post between August 21 and August 30. The announcement also warns against false or incomplete declarations, reminding people of the penalties outlined in § 4 of the regulation, including punishment for inciting such actions. Ordinary households are exempt from registration for the time being.","{'people': 'von Schlabrendorff', 'location': 'Belgium, Brasschaet', 'event': 'World War I', 'organization': 'Imperial General Government, Abschnittskommandeur'}",policy,Generaalmajoor en Abschnittskommandeur,"Resource control, regulation",negative,"{'people': ['VON SCHLABRENDORFF'], 'location': ['BELGIUM', 'BRASSCHAET'], 'event': ['World War I'], 'organization': ['GERMAN GENERAL GOVERNMENT', 'SECTION COMMANDER']}",military,[]
FL4985125_65_DIGI_0035_00067_VIEW_MAIN.jpg,-1,17/01/1916,Regulation of Potato Supply,"This regulation establishes a potato supply office in Brussels under the General Governor to manage and distribute potato resources for the Belgian population. It outlines the process for municipalities to request potatoes, the ability of the office to requisition supplies from producers (even with military force, compensating below market price), and the responsibilities of local authorities in ensuring adequate supply. It establishes a arbitration process to resolve disputes.","{'people': 'Freiherr Von Bissing', 'location': 'Brussels, Belgium', 'event': 'World War I', 'organization': 'Generalgouvernement, Aardappel-bevoorradingskantoor, Kreischef'}",policy,Der General-Gouverneur in Belgien,"Food Supply, Regulations, Governance",neutral,"{'people': ['FREIHERR VON BISSING'], 'location': ['BRUSSEL', 'BELGIUM'], 'event': ['World War I'], 'organization': ['GERMAN GENERAL GOVERNMENT', 'POTATO SUPPLY OFFICE', 'DISTRICT CHIEF']}",pricing/rationing/control,"['potato', 'potatoes']"
FL4985300_100_DIGI_0035_00099b_VIEW_MAIN.jpg,1,29/09/1917,"Regulation on Trade in Beets, Turnips, Swedes, and Carrots","This regulation, effective from September 22, 1917, controls the trade of beets, turnips, swedes, and carrots. It specifies that only authorized sugar and syrup factories can purchase sugar beets, which must be delivered to these factories and processed according to the Sugar Distribution Office's instructions. Farmers must sign delivery contracts before December 1, 1917, and deliver all beets by January 15, 1918, or face expropriation with potential price reductions for late or unsigned contracts. Transportation requires authorization from the Sugar Distribution Office in Brussels, and various prohibitions and penalties are outlined for violations, including fines, imprisonment, and forfeiture of goods and transport.","{'people': 'SCHAIBLE, HANIEL', 'location': 'Flanders, Wallonia, Brussel', 'event': 'World War I', 'organization': 'Suikerverdeelingskantoor (Zuckerverteilungsstelle)'}",policy,"Der Verwaltungschef für Flandern, Der Verwaltungschef für Wallonien","Agriculture, Food Control, Wartime Regulations",negative,"{'people': ['SCHAIBLE', 'HANIEL'], 'location': ['FLANDERS', 'WALLONIA', 'BRUSSEL'], 'event': ['World War I'], 'organization': ['SUGAR DISTRIBUTION OFFICE']}",pricing/rationing/control,"['beets', 'turnips', 'swedes', 'carrots', 'sugar beets']"
FL4985300_100_DIGI_0035_00099b_VIEW_MAIN.jpg,2,01/10/1917,Clarification on Confiscation of Copper and Bronze Objects,"This notice clarifies the definition of ornamental objects subject to confiscation under the regulation of July 31, 1917, concerning the seizure of copper, brass, and bronze items from households and buildings. It specifies that statues, mantelpiece ornaments, clocks, vases, and flower pots made of these metals are considered ornamental objects. However, metal decorations attached to furniture are excluded. Other provisions of the regulation remain unchanged.","{'people': 'VON KÖHLER', 'location': 'Brussel,Belgien', 'event': 'World War I', 'organization': 'Abteilung für Handel und Gewerbe bei dem Generalgouverneur in Belgien'}",policy,Der Chef der Abteilung für Handel und Gewerbe bei dem Generalgouverneur in Belgien,"Confiscation, Resource Control, Wartime Regulations",negative,"{'people': ['VON KÖHLER'], 'location': ['BRUSSEL', 'BELGIUM'], 'event': ['World War I'], 'organization': ['DEPARTMENT OF TRADE AND INDUSTRY']}",other,"['copper', 'brass', 'bronze']"
FL4985479_134_DIGI_0035_00127_VIEW_MAIN.jpg,-1,11/11/1916,Order Regarding Accurate Unemployment Lists,"The German military command (Etappen-Kommandantuur) has issued an order to all municipalities stating that the current unemployment lists, largely based on those of the Nationaal Komiteit, are inaccurate and unreliable, with evidence of abuse and fraud in support payments. Municipalities are now required to create detailed lists of all male residents between 17 and 45 years old, including marital status, number of children, employment status (full or partial unemployment), employer details, working days per week, and wages. These lists must be accurate, with mayors held responsible for their correctness. The Kommandantuur will review the lists and strictly punish any inaccuracies. The initial list is due by November 20th, with updates to be submitted on the 1st and 15th of each month, starting December 1st.","{'people': 'von Wick', 'location': 'Flanders', 'event': 'World War I', 'organization': 'Etappen-Kommandantuur, 4. Armee, Nationaal Komiteit, Gemeenten'}",policy,Mob. Etappen-Kommandantuur,"Labor control, German occupation",Negative,"{'people': ['V. WICK'], 'location': ['FLANDERS'], 'event': ['World War I'], 'organization': 'Etappen-Kommandantuur, 4. Armee, Nationaal Komiteit, Gemeenten'}",other,[]
FL4985549_148_DIGI_0035_00141_VIEW_MAIN.jpg,-1,17/12/1916,Confiscation of Civilian Telephone Devices,"The German Etappen-Kommandant announces the confiscation of all telephone devices owned by civilians, including home and desk phones. Owners are obligated to report their devices to the local police station or mayor's office before December 24, 1916. Failure to report, false declarations, or concealment of devices will result in a fine up to 10,000 Marks, imprisonment up to three years, and confiscation of the devices. A note specifies the deadline for reporting in Meirelbeke.","{'people': 'von Wick', 'location': 'Gent, Meirelbeke', 'event': 'Confiscation of telephone devices', 'organization': 'Etappen-Kommandant, Politiebureel, Sint-Antonius, Jos. Dooreman-Volckaert'}",policy,Etappen-Kommandant,"Confiscation, Communication Control",negative,"{'people': ['V. WICK'], 'location': ['GHENT', 'MEIRELBEKE'], 'event': ['Confiscation of Telephone Devices'], 'organization': 'Etappen-Kommandant, Politiebureel, Sint-Antonius, Jos. Dooreman-Volckaert'}",military,"['telephone devices', 'phones']"
FL4985180_76_DIGI_0035_00078_VIEW_MAIN.jpg,-1,26/05/1916,Ordinance Regarding Meetings and Associations,"This ordinance, issued by General von Bissing, restricts public and private gatherings in Belgium. Open-air meetings are prohibited, and political gatherings require prior authorization. Even private meetings need permission, except for those with religious, social, scientific, professional, or artistic purposes, which only require notification. Religious gatherings and official government sessions are exempt. Violators face imprisonment or fines, and political clubs are banned.","{'people': 'Freiherr VON BISSING', 'location': 'Belgion, Brussel', 'event': 'World War I', 'organization': ''}",policy,Der General-Gouverneur in Belgion,Restriction of civil liberties,Negative,"{'people': ['FREIHERR VON BISSING'], 'location': ['BELGIUM', 'BRUSSEL'], 'event': ['World War I'], 'organization': []}",other,[]
FL4985494_137_DIGI_0035_00130_VIEW_MAIN.jpg,-1,21/11/1916,Regulation on the Use of Chicory Roots,"The announcement from the Mob. Etappen-Kommandantuur in Gent on November 21, 1916, informs all municipalities about a new regulation concerning the use of chicory roots. The sale and trade of chicory roots are prohibited, and all roots must be offered for sale to Albert Masureel in Merelbeke, who is exclusively authorized to purchase them. The price is fixed at 3.25 Frs per 100 grams. Feeding chicory roots to animals and using them for coffee substitutes or other products besides yeast is forbidden. Chicory roots may not be used more than once for chicory cultivation. Violations will be strictly punished.","{'people': 'Albert Masureel, Jos. Dooreman-Volckaert', 'location': 'Gent, Merelbeke', 'event': 'World War I', 'organization': 'Mob. Etappen-Kommandantuur, Etappen-Inspektion, Sint-Antonius'}",policy,Mob. Etappen-Kommandantuur,Food Regulation,negative,"{'people': ['ALBERT MASUREEL', 'JOS DOOREMAN-VOLCKAERT'], 'location': ['GHENT', 'MERELBEKE'], 'event': ['World War I'], 'organization': ['MOBILE STAGE COMMAND', 'STAGE INSPECTORATE', 'ST ANTONIUS']}",pricing/rationing/control,"['chicory roots', 'coffee substitutes', 'yeast']"
FL4985155_71_DIGI_0035_00073_VIEW_MAIN.jpg,-1,07/04/1916,Announcement Regarding New Pass Regulations,"This announcement details new pass regulations effective from April 15, 1916, covering identification, passports, travel restrictions (especially near the Dutch border), and penalties for violations. It focuses on mandatory identification for those over 45, passport requirements for entering, leaving, or transiting the General Government area, and restrictions on travel to the Dutch border zone. Penalties for violations include imprisonment or fines. The announcement is signed by Generaloberst Freiherr von Bissing, the General Governor in Belgium.","{'people': 'Freiherr VON BISSING', 'location': 'België, Nederlandsche', 'event': 'World War I', 'organization': 'Duitsche krijgsrechtbanken, Spoorwegmaatschappijen'}",policy,Der Generalgouverneur in Belgien,Movement Control and Security,Neutral,"{'people': ['FREIHERR VON BISSING'], 'location': ['BELGIUM', 'HOLLAND'], 'event': ['World War I'], 'organization': 'Duitsche krijgsrechtbanken, Spoorwegmaatschappijen'}",other,[]
FL4985066_55_DIGI_0035_00059_VIEW_MAIN.jpg,-1,04/01/1915,Notice Regarding the Validity of German Decrees in Occupied Belgium,"This notice from Governor-General von Bissing declares that only the decrees of the German administration are valid in occupied Belgium. Any decrees from the Belgian King or ministers are invalid. Belgian officials are expected to continue their duties, provided they do not directly promote German military interests. Salaries paid by former Belgian authorities without German approval will be forfeited.","{'people': 'Vrijheer VON BISSING', 'location': 'België, Brussel', 'event': 'World War I', 'organization': 'Duitsch Bestuur, Belgische'}",policy,"Vrijheer VON BISSING, Generaaloverste",Governance and Control in Occupied Territory,Authoritative and controlling,"{'people': ['FREIHERR VON BISSING'], 'location': ['BELGIUM', 'BRUSSEL'], 'event': ['World War I'], 'organization': ['GERMAN ADMINISTRATION', 'BELGIAN']}",other,[]
FL4985385_117_DIGI_0035_00112_VIEW_MAIN.jpg,-1,03/08/1916,Grain Harvest Regulation,"This document outlines regulations concerning the handling of the grain harvest. It mandates the establishment of harvest books in each municipality to record details of farmers' grain production. It sets rules for grain delivery, allowing farmers to retain a small percentage for waste and seed. The regulation also dictates the quantity of grain to be delivered by specific dates. Municipalities will receive grain for bread, and designated mills will grind the grain. The regulation also covers the distribution of animal fodder, payment for grain deliveries and penalties for violations.","{'people': 'VON UNGER', 'location': 'Flanders', 'event': 'World War I', 'organization': 'Etappen-Inspektion, Etappenkommandanturon, Kommandanturen, Hulpkomiteit, E. H. O., St. Antonius, J. DOOREMAN-VOLCKAERT'}",policy,DE ETAPPENINSPEKTEUR,"Agriculture, Food supply, Military Regulations",Neutral,"{'people': ['VON UNGER'], 'location': ['FLANDERS'], 'event': ['World War I'], 'organization': ['STAGE INSPECTORATE', 'STAGE COMMAND', 'COMMANDANTUR', 'RELIEF COMMITTEE', 'E. H. O.', 'ST ANTONIUS', 'J. DOOREMAN-VOLCKAERT']}",pricing/rationing/control,"['grain', 'bread', 'animal fodder']"
FL4985414_121_DIGI_0035_00115b_VIEW_MAIN.jpg,1,12/08/1916,Order Regarding Willow Branches,"The German military command announces the requisition of willow branches of specific sizes. All existing stocks must be reported by August 20th. Handling, trading, or transporting willows without permission is forbidden and punishable by imprisonment or fines.","{'people': 'v. MUELLER', 'location': 'Flanders', 'event': 'Requisition of willow branches', 'organization': 'Etappen-Inspektion, Wirtschaftsausschuss, German military courts'}",policy,Etappen-Inspektion der 4. Armee,Resource Control,negative,"{'people': ['V. MUELLER'], 'location': ['FLANDERS'], 'event': ['Requisition of Willow Branches'], 'organization': ['STAGE INSPECTORATE', 'STAGE INSPECTORATE (ECONOMIC COMMITTEE)', 'GERMAN MILITARY COURTS']}",military,['willow branches']
FL4985414_121_DIGI_0035_00115b_VIEW_MAIN.jpg,2,29/08/1916,Prohibition of Colored Matches and Fireworks,Colored matches and all kinds of fireworks are confiscated. Their sale or use is strictly prohibited.,"{'people': 'v. WICK', 'location': 'Gent', 'event': 'Prohibition of fireworks', 'organization': 'Mobile Etappen-Kommandantur'}",policy,Mobile Etappen-Kommandantur,Public Safety/Resource Control,negative,"{'people': ['V. WICK'], 'location': ['GHENT'], 'event': ['Prohibition of Fireworks'], 'organization': ['MOBILE STAGE COMMAND']}",other,"['colored matches', 'fireworks']"
FL4985414_121_DIGI_0035_00115b_VIEW_MAIN.jpg,3,30/08/1916,Regulation on Willow Processing,"Processing confiscated willow branches is forbidden without permission. Basket makers can use willows for vegetable, fruit, and fish baskets, but not for furniture or travel baskets. Transportation permits for furniture/travel baskets will no longer be issued. Mayors are to inform those concerned.","{'people': 'VON WICK', 'location': 'Gent', 'event': 'Regulation on Willow Processing', 'organization': 'Etappen-Inspektion, Wirtschafts-ausschuss, Mobile Etappen-Kommandantur'}",policy,Mobile Etappen-Kommandantur,Resource Control,negative,"{'people': ['V. WICK'], 'location': ['GHENT'], 'event': ['Regulation on Willow Processing'], 'organization': ['STAGE INSPECTORATE', 'STAGE INSPECTORATE (ECONOMIC COMMITTEE)', 'MOBILE STAGE COMMAND']}",pricing/rationing/control,"['willows', 'vegetable baskets', 'fruit baskets', 'fish baskets', 'furniture baskets', 'travel baskets']"
